rental_id,duration,duration_ms,bike_id,bike_model,end_date,end_station_id,end_station_name,start_date,start_station_id,start_station_name,end_station_logical_terminal,start_station_logical_terminal,end_station_priority_id
57896538,3480,3480000,3166,,2016-09-01 16:47:00.000000 UTC,,"Albert Gate, Hyde Park",2016-09-01 15:49:00.000000 UTC,,"Hyde Park Corner, Hyde Park",1132,1075,1
57889053,2460,2460000,239,,2016-09-01 12:29:00.000000 UTC,,"Westfield Southern Terrace ,Shepherd's Bush",2016-09-01 11:48:00.000000 UTC,,"Harrington Square 2, Camden Town",200061,22181,0
57913226,2460,2460000,10951,,2016-09-01 21:13:00.000000 UTC,,"Panton Street, West End",2016-09-01 20:32:00.000000 UTC,,"Storey's Gate, Westminster",3452,200202,0
57987800,2460,2460000,2578,,2016-09-04 14:01:00.000000 UTC,,"Palace Gate, Kensington Gardens",2016-09-04 13:20:00.000000 UTC,,"Park Lane , Hyde Park",1110,1037,0
57907154,2460,2460000,10086,,2016-09-01 19:11:00.000000 UTC,,"Pembridge Villas, Notting Hill",2016-09-01 18:30:00.000000 UTC,,"Westfield Southern Terrace ,Shepherd's Bush",2589,200061,0
57978034,2460,2460000,9643,,2016-09-04 01:24:00.000000 UTC,,"Wardour Street, Soho",2016-09-04 00:43:00.000000 UTC,,"Natural History Museum, South Kensington",1163,2677,1
57952541,1440,1440000,9378,,2016-09-02 23:59:00.000000 UTC,,"Chadwell Street, Angel",2016-09-02 23:35:00.000000 UTC,,"Curlew Street, Shad Thames",3471,1213,0
58036663,1440,1440000,1650,,2016-09-06 01:19:00.000000 UTC,,"LMU Commercial Road, Whitechapel",2016-09-06 00:55:00.000000 UTC,,"Panton Street, West End",1105,3452,0
57996091,1440,1440000,10978,,2016-09-04 16:59:00.000000 UTC,,"Driffield Road, Old Ford",2016-09-04 16:35:00.000000 UTC,,"Podium, Queen Elizabeth Olympic Park",200030,300021,0
57864097,1440,1440000,580,,2016-08-31 18:36:00.000000 UTC,,"Cardinal Place, Victoria",2016-08-31 18:12:00.000000 UTC,,"Woodstock Grove, Shepherd's Bush",968,200214,1
58054095,1440,1440000,1695,,2016-09-06 14:37:00.000000 UTC,,"St. Martin's Street, West End",2016-09-06 14:13:00.000000 UTC,,"Alfreda Street, Battersea Park",1158,300047,0
57980407,1440,1440000,10063,,2016-09-04 09:39:00.000000 UTC,,"Old Ford Road, Bethnal Green",2016-09-04 09:15:00.000000 UTC,,"Mile End Stadium, Mile End",22173,300056,0
57849682,1440,1440000,11052,,2016-08-31 13:01:00.000000 UTC,,"Ampton Street , Clerkenwell",2016-08-31 12:37:00.000000 UTC,,"Ampton Street , Clerkenwell",1019,1019,0
57957404,1440,1440000,1241,,2016-09-03 10:32:00.000000 UTC,,"Blenheim Crescent, Ladbroke Grove",2016-09-03 10:08:00.000000 UTC,,"St. John's Wood Church, The Regent's Park",300090,1091,0
58038496,1440,1440000,1384,,2016-09-06 07:38:00.000000 UTC,,"Tallis Street, Temple",2016-09-06 07:14:00.000000 UTC,,"Sugden Road, Clapham",300096,200208,0
57961433,1440,1440000,13019,,2016-09-03 12:21:00.000000 UTC,,"Clinton Road, Mile End",2016-09-03 11:57:00.000000 UTC,,"Queensbridge Road, Haggerston",200161,200024,0
57843717,1440,1440000,11908,,2016-08-31 09:22:00.000000 UTC,,"Panton Street, West End",2016-08-31 08:58:00.000000 UTC,,"Courland Grove, Wandsworth Road",3452,200173,0
57970785,1440,1440000,1709,,2016-09-03 15:49:00.000000 UTC,,"Torrens Street, Angel",2016-09-03 15:25:00.000000 UTC,,"Finsbury Circus, Liverpool Street",1060,984,0
57890079,1440,1440000,13054,,2016-09-01 12:50:00.000000 UTC,,"Podium, Queen Elizabeth Olympic Park",2016-09-01 12:26:00.000000 UTC,,"Podium, Queen Elizabeth Olympic Park",300021,300021,1
57836923,1440,1440000,1791,,2016-08-31 07:50:00.000000 UTC,,"Regency Street, Westminster",2016-08-31 07:26:00.000000 UTC,,"Belgrove Street , King's Cross",1155,1011,0
57982407,1440,1440000,7785,,2016-09-04 11:16:00.000000 UTC,,"Podium, Queen Elizabeth Olympic Park",2016-09-04 10:52:00.000000 UTC,,"Podium, Queen Elizabeth Olympic Park",300021,300021,1
57854305,1440,1440000,4703,,2016-08-31 15:37:00.000000 UTC,,"Aquatic Centre, Queen Elizabeth Olympic Park",2016-08-31 15:13:00.000000 UTC,,"Aquatic Centre, Queen Elizabeth Olympic Park",300233,300233,1
57867509,1440,1440000,10144,,2016-08-31 19:18:00.000000 UTC,,"The Tennis Courts, The Regent's Park",2016-08-31 18:54:00.000000 UTC,,"Arlington Road, Camden Town",1199,200070,0
57935024,1440,1440000,3186,,2016-09-02 14:55:00.000000 UTC,,"Hyde Park Corner, Hyde Park",2016-09-02 14:31:00.000000 UTC,,"Storey's Gate, Westminster",1075,200202,1
58062865,1440,1440000,8757,,2016-09-06 18:09:00.000000 UTC,,"New Inn Yard, Shoreditch",2016-09-06 17:45:00.000000 UTC,,"Newton Street, Covent Garden",1032,300074,0
57952996,1440,1440000,14029,,2016-09-03 00:39:00.000000 UTC,,"Goldsmith's Row, Haggerston",2016-09-03 00:15:00.000000 UTC,,"Berry Street, Clerkenwell",200159,1159,0
57941537,1440,1440000,12450,,2016-09-02 17:42:00.000000 UTC,,"Wandsworth Town Station, Wandsworth",2016-09-02 17:18:00.000000 UTC,,"Pont Street, Knightsbridge",200091,1114,0
57977618,1440,1440000,13059,,2016-09-04 00:11:00.000000 UTC,,"Ingrave Street, Clapham Junction",2016-09-03 23:47:00.000000 UTC,,"Putney Pier, Wandsworth",300077,3492,0
57900006,1440,1440000,1307,,2016-09-01 17:29:00.000000 UTC,,"Harcourt Terrace, West Brompton",2016-09-01 17:05:00.000000 UTC,,"Hinde Street, Marylebone",300069,3476,0
58046019,1440,1440000,13409,,2016-09-06 09:27:00.000000 UTC,,"Charlotte Street, Fitzrovia",2016-09-06 09:03:00.000000 UTC,,"Sail Street, Vauxhall",2669,200039,0
57923230,1440,1440000,645,,2016-09-02 08:54:00.000000 UTC,,"Holborn Circus, Holborn",2016-09-02 08:30:00.000000 UTC,,"Tachbrook Street, Victoria",982,965,1
57906736,1440,1440000,2467,,2016-09-01 18:49:00.000000 UTC,,"Eastbourne Mews, Paddington",2016-09-01 18:25:00.000000 UTC,,"Bolsover Street, Fitzrovia",1203,1025,0
58056850,1440,1440000,10676,,2016-09-06 16:14:00.000000 UTC,,"Kennington Oval, Oval",2016-09-06 15:50:00.000000 UTC,,"New Cavendish Street, Marylebone",200032,200005,0
58022753,1440,1440000,13204,,2016-09-05 17:22:00.000000 UTC,,"Stanley Grove, Battersea",2016-09-05 16:58:00.000000 UTC,,"William IV Street, Strand",200199,1028,0
57892936,1440,1440000,1493,,2016-09-01 14:20:00.000000 UTC,,"Hyde Park Corner, Hyde Park",2016-09-01 13:56:00.000000 UTC,,"Knightsbridge, Hyde Park",1075,1101,1
58029465,1440,1440000,4166,,2016-09-05 18:56:00.000000 UTC,,"Olympia Way, Olympia",2016-09-05 18:32:00.000000 UTC,,"Pall Mall East, West End",300004,1153,0
57991342,1440,1440000,7899,,2016-09-04 15:07:00.000000 UTC,,"LMU Commercial Road, Whitechapel",2016-09-04 14:43:00.000000 UTC,,"Golden Square, Soho",1105,3451,0
57960128,1440,1440000,11053,,2016-09-03 11:51:00.000000 UTC,,"Milroy Walk, South Bank",2016-09-03 11:27:00.000000 UTC,,"Ashley Crescent, Battersea",959,200169,0
57914973,1440,1440000,3423,,2016-09-01 22:11:00.000000 UTC,,"Harford Street, Mile End",2016-09-01 21:47:00.000000 UTC,,"New Inn Yard, Shoreditch",200102,1032,0
57954040,1440,1440000,8670,,2016-09-03 02:59:00.000000 UTC,,"Gloucester Street, Pimlico",2016-09-03 02:35:00.000000 UTC,,"Whitehall Place, Strand",1103,1151,0
57990747,1440,1440000,9737,,2016-09-04 14:52:00.000000 UTC,,"Palace Gate, Kensington Gardens",2016-09-04 14:28:00.000000 UTC,,"Triangle Car Park, Hyde Park",1110,1088,0
57904849,1440,1440000,10688,,2016-09-01 18:29:00.000000 UTC,,"Golden Square, Soho",2016-09-01 18:05:00.000000 UTC,,"St. Mary Axe, Aldgate",3451,1184,0
58029552,1440,1440000,1210,,2016-09-05 18:57:00.000000 UTC,,"Wellington Road, St. John's Wood",2016-09-05 18:33:00.000000 UTC,,"Kingsway Southbound, Strand",1055,200226,0
57859799,1440,1440000,11065,,2016-08-31 17:47:00.000000 UTC,,"Plough Terrace, Clapham Junction",2016-08-31 17:23:00.000000 UTC,,"Crisp Road, Hammersmith",300094,200059,0
57883757,1440,1440000,2544,,2016-09-01 09:17:00.000000 UTC,,"Devonshire Square, Liverpool Street",2016-09-01 08:53:00.000000 UTC,,"Crinan Street, King's Cross",3438,22183,0
57854948,1440,1440000,7339,,2016-08-31 15:59:00.000000 UTC,,"Greenland Road, Camden Town",2016-08-31 15:35:00.000000 UTC,,"British Museum, Bloomsbury",200026,981,0
57967450,1440,1440000,10536,,2016-09-03 14:37:00.000000 UTC,,"Southampton Street, Strand",2016-09-03 14:13:00.000000 UTC,,"Shadwell Station, Shadwell",1228,200020,0
57986985,1440,1440000,8575,,2016-09-04 13:24:00.000000 UTC,,"Stebondale Street, Cubitt Town",2016-09-04 13:00:00.000000 UTC,,"Stebondale Street, Cubitt Town",200009,200009,0
57991427,1440,1440000,12585,,2016-09-04 15:08:00.000000 UTC,,"Northfields, Wandsworth",2016-09-04 14:44:00.000000 UTC,,"Upcerne Road, West Chelsea",200204,300075,0
57893994,1440,1440000,3567,,2016-09-01 14:55:00.000000 UTC,,"Upcerne Road, West Chelsea",2016-09-01 14:31:00.000000 UTC,,"Green Park Station, Mayfair",300075,200096,0
58043287,1440,1440000,10378,,2016-09-06 08:53:00.000000 UTC,,"Elysium Place, Fulham",2016-09-06 08:29:00.000000 UTC,,"All Saints Church, Portobello",200028,300023,0
57971870,1440,1440000,2144,,2016-09-03 16:12:00.000000 UTC,,"Tate Modern, Bankside",2016-09-03 15:48:00.000000 UTC,,"Royal London Hospital, Whitechapel",300237,1077,0
57976479,9120,9120000,11147,,2016-09-03 23:21:00.000000 UTC,,"Belgrave Road, Victoria",2016-09-03 20:49:00.000000 UTC,,"New Globe Walk, Bankside",1087,1015,0
57946940,420,420000,8427,,2016-09-02 18:59:00.000000 UTC,,"Devons Road, Bow",2016-09-02 18:52:00.000000 UTC,,"The Green Bridge, Mile End",200255,200230,0
58048551,420,420000,14295,,2016-09-06 10:21:00.000000 UTC,,"Fournier Street, Whitechapel",2016-09-06 10:14:00.000000 UTC,,"Philpot Street, Whitechapel",200157,200033,0
57895981,420,420000,5817,,2016-09-01 15:41:00.000000 UTC,,"Kensington Gore, Knightsbridge",2016-09-01 15:34:00.000000 UTC,,"Palace Gate, Kensington Gardens",1193,1110,1
57882045,420,420000,8202,,2016-09-01 08:40:00.000000 UTC,,"Brushfield Street, Liverpool Street",2016-09-01 08:33:00.000000 UTC,,"Dunston Road , Haggerston",1161,300024,1
58018166,420,420000,2337,,2016-09-05 14:20:00.000000 UTC,,"Ada Street, Hackney Central",2016-09-05 14:13:00.000000 UTC,,"Hoxton Street, Hoxton",300040,200071,0
58051849,420,420000,8142,,2016-09-06 12:55:00.000000 UTC,,"Westminster University, Marylebone",2016-09-06 12:48:00.000000 UTC,,"Hampstead Road, Euston",1194,972,0
58023348,420,420000,9827,,2016-09-05 17:16:00.000000 UTC,,"Argyll Road, Kensington",2016-09-05 17:09:00.000000 UTC,,"Brook Green South, Brook Green",3463,300002,0
58054597,420,420000,768,,2016-09-06 14:40:00.000000 UTC,,"Teviot Street, Poplar",2016-09-06 14:33:00.000000 UTC,,"Bow Church Station, Bow",200254,200252,0
57882646,420,420000,10156,,2016-09-01 08:47:00.000000 UTC,,"Leman Street, Aldgate",2016-09-01 08:40:00.000000 UTC,,"Albert Gardens, Stepney",1102,22166,1
57891026,420,420000,4363,,2016-09-01 13:02:00.000000 UTC,,"Guilford Street , Bloomsbury",2016-09-01 12:55:00.000000 UTC,,"Malet Street, Bloomsbury",974,980,0
58053930,420,420000,6542,,2016-09-06 14:14:00.000000 UTC,,"Eccleston Place, Victoria",2016-09-06 14:07:00.000000 UTC,,"Denyer Street, Knightsbridge",3465,3454,0
57900910,420,420000,3470,,2016-09-01 17:25:00.000000 UTC,,"Dunston Road , Haggerston",2016-09-01 17:18:00.000000 UTC,,"Eagle Wharf Road, Hoxton",300024,200246,0
57930195,420,420000,13950,,2016-09-02 11:54:00.000000 UTC,,"Finsbury Library , Finsbury",2016-09-02 11:47:00.000000 UTC,,"Belgrove Street , King's Cross",986,1011,0
57929710,420,420000,9434,,2016-09-02 11:34:00.000000 UTC,,"Tavistock Street, Covent Garden",2016-09-02 11:27:00.000000 UTC,,"Embankment (Savoy), Strand",1207,1192,1
58034966,420,420000,8467,,2016-09-05 21:31:00.000000 UTC,,"Albert Gardens, Stepney",2016-09-05 21:24:00.000000 UTC,,"Leman Street, Aldgate",22166,1102,0
57998494,420,420000,3805,,2016-09-04 17:42:00.000000 UTC,,"Granby Street, Shoreditch",2016-09-04 17:35:00.000000 UTC,,"Shoreditch Park, Hoxton",22174,1051,0
57972526,420,420000,2396,,2016-09-03 16:09:00.000000 UTC,,"Cheapside, Bank",2016-09-03 16:02:00.000000 UTC,,"Snow Hill, Farringdon",22180,2699,1
57918250,420,420000,8788,,2016-09-02 06:43:00.000000 UTC,,"Tallis Street, Temple",2016-09-02 06:36:00.000000 UTC,,"Waterloo Station 3, Waterloo",300096,1072,0
57845521,420,420000,7609,,2016-08-31 09:46:00.000000 UTC,,"Newgate Street , St. Paul's",2016-08-31 09:39:00.000000 UTC,,"Wormwood Street, Liverpool Street",1074,2587,1
57875832,420,420000,8038,,2016-09-01 06:02:00.000000 UTC,,"Pritchard's Road, Bethnal Green",2016-09-01 05:55:00.000000 UTC,,"Pitfield Street Central, Hoxton",200083,200248,0
57847302,420,420000,8411,,2016-08-31 11:04:00.000000 UTC,,"Kingsway Southbound, Strand",2016-08-31 10:57:00.000000 UTC,,"Lambeth North Station, Waterloo",200226,1117,0
57870221,420,420000,14048,,2016-08-31 19:53:00.000000 UTC,,"Arlington Road, Camden Town",2016-08-31 19:46:00.000000 UTC,,"Bolsover Street, Fitzrovia",200070,1025,0
58041331,420,420000,12948,,2016-09-06 08:12:00.000000 UTC,,"Kennington Lane Rail Bridge, Vauxhall",2016-09-06 08:05:00.000000 UTC,,"Caldwell Street, Stockwell",1190,200137,1
57895533,420,420000,1771,,2016-09-01 15:27:00.000000 UTC,,"Cadogan Place, Knightsbridge",2016-09-01 15:20:00.000000 UTC,,"Cadogan Place, Knightsbridge",3469,3469,0
57844646,420,420000,13922,,2016-08-31 09:22:00.000000 UTC,,"Lavington Street, Bankside",2016-08-31 09:15:00.000000 UTC,,"St. Bride Street, Holborn",300208,200094,0
57862148,420,420000,5149,,2016-08-31 17:57:00.000000 UTC,,"Tachbrook Street, Victoria",2016-08-31 17:50:00.000000 UTC,,"Smith Square, Westminster",965,3480,0
57958337,420,420000,3332,,2016-09-03 10:44:00.000000 UTC,,"Royal Avenue 2, Chelsea",2016-09-03 10:37:00.000000 UTC,,"World's End Place, West Chelsea",3462,300009,0
57877683,420,420000,5418,,2016-09-01 07:36:00.000000 UTC,,"Fore Street, Guildhall",2016-09-01 07:29:00.000000 UTC,,"Eagle Wharf Road, Hoxton",200253,200246,0
57935706,420,420000,12324,,2016-09-02 15:00:00.000000 UTC,,"Chelsea Green, Chelsea",2016-09-02 14:53:00.000000 UTC,,"Danvers Street, West Chelsea",1179,200222,0
58030756,420,420000,13030,,2016-09-05 19:02:00.000000 UTC,,"Saunders Ness Road, Cubitt Town",2016-09-05 18:55:00.000000 UTC,,"Millharbour, Millwall",200022,22167,0
57895370,420,420000,14339,,2016-09-01 15:22:00.000000 UTC,,"Nesham Street, Wapping",2016-09-01 15:15:00.000000 UTC,,"Commercial Street, Shoreditch",1031,1083,0
58030555,420,420000,10053,,2016-09-05 18:58:00.000000 UTC,,"Duke Street Hill, London Bridge",2016-09-05 18:51:00.000000 UTC,,"Brushfield Street, Liverpool Street",300083,1161,0
57856146,420,420000,8442,,2016-08-31 16:18:00.000000 UTC,,"Waterloo Station 3, Waterloo",2016-08-31 16:11:00.000000 UTC,,"Hop Exchange, The Borough",1072,960,1
57886568,420,420000,2910,,2016-09-01 10:01:00.000000 UTC,,"Charlotte Street, Fitzrovia",2016-09-01 09:54:00.000000 UTC,,"Westminster University, Marylebone",2669,1194,0
58065558,420,420000,5620,,2016-09-06 18:21:00.000000 UTC,,"Hertford Road, De Beauvoir Town",2016-09-06 18:14:00.000000 UTC,,"Regent's Row , Haggerston",300092,200064,0
57930119,420,420000,13139,,2016-09-02 11:51:00.000000 UTC,,"Bethnal Green Garden, Bethnal Green",2016-09-02 11:44:00.000000 UTC,,"Durant Street, Bethnal Green",200047,200213,0
57975170,420,420000,9684,,2016-09-03 18:43:00.000000 UTC,,"Ilchester Gardens, Bayswater",2016-09-03 18:36:00.000000 UTC,,"Devonshire Terrace, Bayswater",200086,1227,0
57845968,420,420000,12808,,2016-08-31 10:01:00.000000 UTC,,"Finsbury Library , Finsbury",2016-08-31 09:54:00.000000 UTC,,"Aldersgate Street, Barbican",986,1065,0
57884894,420,420000,1294,,2016-09-01 09:17:00.000000 UTC,,"Leonard Circus , Shoreditch",2016-09-01 09:10:00.000000 UTC,,"Pitfield Street North,Hoxton",1020,200152,0
58037751,420,420000,5499,,2016-09-06 06:51:00.000000 UTC,,"Poured Lines, Bankside",2016-09-06 06:44:00.000000 UTC,,"Kennington Cross, Kennington",1144,1093,0
57950598,420,420000,304,,2016-09-02 21:17:00.000000 UTC,,"New Road 1 , Whitechapel",2016-09-02 21:10:00.000000 UTC,,"Pott Street, Bethnal Green",1171,200156,0
58007842,420,420000,13100,,2016-09-05 06:43:00.000000 UTC,,"New Globe Walk, Bankside",2016-09-05 06:36:00.000000 UTC,,"Waterloo Station 3, Waterloo",1015,1072,0
57925077,420,420000,13942,,2016-09-02 09:00:00.000000 UTC,,"Arlington Road, Camden Town",2016-09-02 08:53:00.000000 UTC,,"Drummond Street , Euston",200070,993,0
57913482,420,420000,13398,,2016-09-01 20:48:00.000000 UTC,,"The Vale, Chelsea",2016-09-01 20:41:00.000000 UTC,,"Gloucester Road (North), Kensington",300058,3447,0
57966885,420,420000,12142,,2016-09-03 14:06:00.000000 UTC,,"Sopwith Way, Battersea Park",2016-09-03 13:59:00.000000 UTC,,"Tachbrook Street, Victoria",300248,965,0
57884303,420,420000,13711,,2016-09-01 09:07:00.000000 UTC,,"Drury Lane, Covent Garden",2016-09-01 09:00:00.000000 UTC,,"Waterloo Station 1, Waterloo",1007,2696,1
58010713,420,420000,5137,,2016-09-05 08:39:00.000000 UTC,,"Whitehall Place, Strand",2016-09-05 08:32:00.000000 UTC,,"Bouverie Street, Temple",1151,1021,1
58007148,420,420000,12702,,2016-09-05 00:46:00.000000 UTC,,"Kennington Lane Rail Bridge, Vauxhall",2016-09-05 00:39:00.000000 UTC,,"Ebury Bridge, Pimlico",1190,22159,1
57943697,420,420000,10398,,2016-09-02 17:57:00.000000 UTC,,"Little Argyll Street, West End",2016-09-02 17:50:00.000000 UTC,,"George Street, Marylebone",995,1225,1
58047467,420,420000,401,,2016-09-06 09:41:00.000000 UTC,,"New Spring Gardens Walk, Vauxhall",2016-09-06 09:34:00.000000 UTC,,"Lambeth North Station, Waterloo",300224,1117,0
57903921,420,420000,9378,,2016-09-01 18:02:00.000000 UTC,,"Waterloo Station 2, Waterloo",2016-09-01 17:55:00.000000 UTC,,"Tallis Street, Temple",2692,300096,1
57974873,420,420000,12413,,2016-09-03 18:08:00.000000 UTC,,"Red Lion Square, Holborn",2016-09-03 18:01:00.000000 UTC,,"Drury Lane, Covent Garden",3421,1007,0
58000487,420,420000,357,,2016-09-04 18:36:00.000000 UTC,,"Milroy Walk, South Bank",2016-09-04 18:29:00.000000 UTC,,"Tate Modern, Bankside",959,300237,0
57928334,420,420000,3835,,2016-09-02 10:30:00.000000 UTC,,"Kings Gate House, Westminster",2016-09-02 10:23:00.000000 UTC,,"Vincent Street, Pimlico",300202,22161,0
58020513,420,420000,382,,2016-09-05 16:01:00.000000 UTC,,"Wellington Street , Strand",2016-09-05 15:54:00.000000 UTC,,"Lower Marsh, Waterloo",1202,1219,0
58014932,420,420000,2247,,2016-09-05 11:43:00.000000 UTC,,"Queensdale Road, Shepherd's Bush",2016-09-05 11:36:00.000000 UTC,,"St. Mark's Road, North Kensington",300088,300034,0
57885734,420,420000,11300,,2016-09-01 09:35:00.000000 UTC,,"Cheapside, Bank",2016-09-01 09:28:00.000000 UTC,,"Sadlers Sports Centre, Finsbury",22180,3433,1
58019071,420,420000,1090,,2016-09-05 15:01:00.000000 UTC,,"Paddington Street, Marylebone",2016-09-05 14:54:00.000000 UTC,,"Seymour Place, Marylebone",1033,200198,0
58075856,420,420000,4170,,2016-09-06 23:50:00.000000 UTC,,"Vauxhall Walk, Vauxhall",2016-09-06 23:43:00.000000 UTC,,"Concert Hall Approach 1, South Bank",200056,2635,0
57912935,420,420000,4458,,2016-09-01 20:28:00.000000 UTC,,"Bramham Gardens, Earl's Court",2016-09-01 20:21:00.000000 UTC,,"Ilchester Place, Kensington",1183,1115,0
58068046,420,420000,6767,,2016-09-06 18:51:00.000000 UTC,,"Baylis Road, Waterloo",2016-09-06 18:44:00.000000 UTC,,"Storey's Gate, Westminster",1133,200202,1
58053406,420,420000,3018,,2016-09-06 13:53:00.000000 UTC,,"Olympia Way, Olympia",2016-09-06 13:46:00.000000 UTC,,"Marloes Road, Kensington",300004,3505,0
57991493,420,420000,2549,,2016-09-04 14:52:00.000000 UTC,,"Cleveland Way, Stepney",2016-09-04 14:45:00.000000 UTC,,"Buxton Street 1, Shoreditch",200250,1223,0
58000966,420,420000,8698,,2016-09-04 18:50:00.000000 UTC,,"New Kent Road, The Borough",2016-09-04 18:43:00.000000 UTC,,"Ontario Street, Elephant & Castle",966,1200,0
57953624,420,420000,10120,,2016-09-03 01:29:00.000000 UTC,,"Cephas Street, Bethnal Green",2016-09-03 01:22:00.000000 UTC,,"Shoreditch High Street, Shoreditch",200073,3445,0
57869567,420,420000,9692,,2016-08-31 19:37:00.000000 UTC,,"Montserrat Road , Putney",2016-08-31 19:30:00.000000 UTC,,"Oxford Road, Putney",200205,300078,0
58015911,420,420000,4435,,2016-09-05 12:38:00.000000 UTC,,"Erin Close, Walham Green",2016-09-05 12:31:00.000000 UTC,,"Imperial Road, Sands End",200184,300087,0
57949499,420,420000,4287,,2016-09-02 20:17:00.000000 UTC,,"Bouverie Street, Temple",2016-09-02 20:10:00.000000 UTC,,"Holborn Circus, Holborn",1021,982,0
57960292,420,420000,8071,,2016-09-03 11:38:00.000000 UTC,,"Preston's Road, Cubitt Town",2016-09-03 11:31:00.000000 UTC,,"Chrisp Street Market, Poplar",200232,200089,0
58050991,420,420000,8309,,2016-09-06 12:23:00.000000 UTC,,"Queen Victoria Street, St. Paul's",2016-09-06 12:16:00.000000 UTC,,"Belvedere Road, South Bank",1048,1186,0
58032160,420,420000,159,,2016-09-05 19:32:00.000000 UTC,,"Eagle Wharf Road, Hoxton",2016-09-05 19:25:00.000000 UTC,,"Liverpool Road (N1 Centre), Angel",200246,1081,0
57878382,420,420000,12907,,2016-09-01 07:50:00.000000 UTC,,"Charlotte Street, Fitzrovia",2016-09-01 07:43:00.000000 UTC,,"Drummond Street , Euston",2669,993,0
57985436,420,420000,10273,,2016-09-04 12:31:00.000000 UTC,,"Waterloo Road, South Bank",2016-09-04 12:24:00.000000 UTC,,"Borough High Street, The Borough",1176,996,0
57891114,420,420000,7155,,2016-09-01 13:05:00.000000 UTC,,"Appold Street, Liverpool Street",2016-09-01 12:58:00.000000 UTC,,"Finsbury Leisure Centre, St. Luke's",997,1049,0
58031964,420,420000,10826,,2016-09-05 19:27:00.000000 UTC,,"Guildhouse Street, Victoria",2016-09-05 19:20:00.000000 UTC,,"Chelsea Bridge, Pimlico",3478,22160,0
57853299,420,420000,12817,,2016-08-31 14:48:00.000000 UTC,,"Aldersgate Street, Barbican",2016-08-31 14:41:00.000000 UTC,,"Brushfield Street, Liverpool Street",1065,1161,1
57966999,420,420000,11863,,2016-09-03 14:09:00.000000 UTC,,"Whitehall Place, Strand",2016-09-03 14:02:00.000000 UTC,,"Milroy Walk, South Bank",1151,959,1
58040472,420,420000,7414,,2016-09-06 08:00:00.000000 UTC,,"Devonshire Terrace, Bayswater",2016-09-06 07:53:00.000000 UTC,,"Exhibition Road, Knightsbridge",1227,22179,0
57929655,420,420000,1021,,2016-09-02 11:32:00.000000 UTC,,"Albert Gardens, Stepney",2016-09-02 11:25:00.000000 UTC,,"Braham Street, Aldgate",22166,1062,0
57851554,420,420000,7460,,2016-08-31 13:48:00.000000 UTC,,"Bethnal Green Road, Shoreditch",2016-08-31 13:41:00.000000 UTC,,"Dunston Road , Haggerston",973,300024,1
58026890,420,420000,11375,,2016-09-05 18:05:00.000000 UTC,,"Stratford Station, Stratford",2016-09-05 17:58:00.000000 UTC,,"Podium, Queen Elizabeth Olympic Park",300234,300021,0
57938321,420,420000,12223,,2016-09-02 16:20:00.000000 UTC,,"Finsbury Circus, Liverpool Street",2016-09-02 16:13:00.000000 UTC,,"St. Mary Axe, Aldgate",984,1184,1
58006565,420,420000,8168,,2016-09-04 23:11:00.000000 UTC,,"Gloucester Road (North), Kensington",2016-09-04 23:04:00.000000 UTC,,"Drayton Gardens, West Chelsea",3447,200060,0
58071147,420,420000,7349,,2016-09-06 19:46:00.000000 UTC,,"Finsbury Leisure Centre, St. Luke's",2016-09-06 19:39:00.000000 UTC,,"Claremont Square, Angel",1049,1104,0
58023380,420,420000,9149,,2016-09-05 17:16:00.000000 UTC,,"Duke Street Hill, London Bridge",2016-09-05 17:09:00.000000 UTC,,"Leman Street, Aldgate",300083,1102,0
58000009,420,420000,7162,,2016-09-04 18:22:00.000000 UTC,,"Natural History Museum, South Kensington",2016-09-04 18:15:00.000000 UTC,,"Imperial College, Knightsbridge",2677,1220,0
58017779,420,420000,7693,,2016-09-05 14:03:00.000000 UTC,,"Great Russell Street, Bloomsbury",2016-09-05 13:56:00.000000 UTC,,"Cromer Street, Bloomsbury",988,300205,0
58011811,420,420000,5836,,2016-09-05 09:02:00.000000 UTC,,"Bow Road Station, Bow",2016-09-05 08:55:00.000000 UTC,,"Wendon Street, Old Ford",200251,300039,0
57851429,420,420000,9338,,2016-08-31 13:43:00.000000 UTC,,"Wandsworth Town Station, Wandsworth",2016-08-31 13:36:00.000000 UTC,,"Peterborough Road, Sands End",200091,200171,0
57940841,420,420000,7492,,2016-09-02 17:15:00.000000 UTC,,"Warwick Avenue Station, Maida Vale",2016-09-02 17:08:00.000000 UTC,,"South Wharf Road, Paddington",1027,1167,0
57944074,420,420000,1048,,2016-09-02 18:03:00.000000 UTC,,"Great Tower Street, Monument",2016-09-02 17:56:00.000000 UTC,,"Nesham Street, Wapping",1080,1031,1
58010989,420,420000,9672,,2016-09-05 08:45:00.000000 UTC,,"Brushfield Street, Liverpool Street",2016-09-05 08:38:00.000000 UTC,,"Finnis Street, Bethnal Green",1161,300041,1
58002142,420,420000,6496,,2016-09-04 19:25:00.000000 UTC,,"Hoxton Station, Hoxton",2016-09-04 19:18:00.000000 UTC,,"Granby Street, Shoreditch",200151,22174,0
58032195,420,420000,14030,,2016-09-05 19:33:00.000000 UTC,,"Prince Albert Road, The Regent's Park",2016-09-05 19:26:00.000000 UTC,,"Arlington Road, Camden Town",2636,200070,0
